unit,isced11,age,sex,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 
NR,ED5,Y60-64,M,UK	: d	: d	: d	: d	: d	1165 	764 
NR,ED5,Y60-64,T,AT	1236 	1196 	1080 	897 	657 	524 	439 
NR,ED5,Y60-64,T,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y60-64,T,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y60-64,T,BG	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y60-64,T,CH	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y60-64,T,CY	24 	28 	28 	24 	17 	9 	16 
NR,ED5,Y60-64,T,CZ	: d	: d	: d	9 	9 	8 	9 
NR,ED5,Y60-64,T,DE	365 be	5 e	4 e	5 	4 	4 	6 
NR,ED5,Y60-64,T,DK	250 	246 b	: d	: 	161 	160 	: 
NR,ED5,Y60-64,T,EE	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y60-64,T,EL	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y60-64,T,ES	1927 	1911 	1864 	1734 	1595 	1376 	1178 
NR,ED5,Y60-64,T,EU27_2020	: 	: 	: 	: 	4271 d	3650 d	: 
NR,ED5,Y60-64,T,EU28	: 	: 	: 	: 	: 	5757 d	: 
NR,ED5,Y60-64,T,FI	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y60-64,T,FR	1566 	1493 	1546 	1508 	1387 	1377 	1408 
NR,ED5,Y60-64,T,HR	: d	: d	: d	: d	: d	: 	: d
NR,ED5,Y60-64,T,HU	: d	: d	: d	108 	94 	149 	241 
NR,ED5,Y60-64,T,IE	: d	: d	: 	: d	: d	: d	: d
NR,ED5,Y60-64,T,IT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y60-64,T,LI	0 	: z	: 	: z	: z	: z	: z
NR,ED5,Y60-64,T,LT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y60-64,T,LU	2 	2 	3 	: d	1 	2 	: 
NR,ED5,Y60-64,T,LV	112 	123 	117 	113 	116 	88 	97 
NR,ED5,Y60-64,T,ME	: z	: z	: 	: 	: 	: 	: 
NR,ED5,Y60-64,T,MK	0 	: z	: z	: z	: z	: z	: z
NR,ED5,Y60-64,T,MT	14 	15 	11 	9 	9 	10 	14 
NR,ED5,Y60-64,T,NL	185 	161 	145 	123 	105 	: d	: d
NR,ED5,Y60-64,T,NO	117 	81 	85 	87 	91 	: d	: d
NR,ED5,Y60-64,T,PL	5 	3 	3 	5 	41 	76 	103 
NR,ED5,Y60-64,T,PT	: d	: d	: d	: d	: d	: z	: z
NR,ED5,Y60-64,T,RO	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y60-64,T,RS	: 	: z	: z	: z	: z	: z	: z
NR,ED5,Y60-64,T,SE	30 	38 	45 	50 	57 	66 	75 
NR,ED5,Y60-64,T,SI	173 	125 	140 	144 	129 	119 	116 
NR,ED5,Y60-64,T,SK	39 	47 	48 	45 	46 	33 	26 
NR,ED5,Y60-64,T,TR	475 	437 	425 	391 	: 	314 	316 
NR,ED5,Y60-64,T,UK	: d	: d	: d	: d	: d	2107 	1216 
NR,ED5,Y_GE50,F,AT	2355 	2349 	2309 	2212 	2072 	1925 	1755 
NR,ED5,Y_GE50,F,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y_GE50,F,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y_GE50,F,BG	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE50,F,CH	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE50,F,CY	31 	27 	30 	28 	25 	21 	34 
NR,ED5,Y_GE50,F,CZ	: d	: d	: d	27 	25 	21 	31 
NR,ED5,Y_GE50,F,DE	437 be	7 e	5 e	6 	2 	2 	7 
NR,ED5,Y_GE50,F,DK	355 	381 b	: d	: 	266 	259 	: 
NR,ED5,Y_GE50,F,EE	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE50,F,EL	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE50,F,ES	7021 	6715 	6321 	5872 	5446 	4867 	4040 
NR,ED5,Y_GE50,F,EU27_2020	: 	: 	: 	: 	10902 d	: 	: 
NR,ED5,Y_GE50,F,FI	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,F,FR	4148 	3760 	3710 	3642 	3182 	3136 	3163 
NR,ED5,Y_GE50,F,HR	: d	: d	: d	: d	: d	: 	: d
NR,ED5,Y_GE50,F,HU	: d	: d	: d	138 	109 	248 	420 
NR,ED5,Y_GE50,F,IE	: d	: d	: 	: d	: d	: d	: d
NR,ED5,Y_GE50,F,IT	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,F,LI	0 	: z	: 	: z	: z	: z	: 
NR,ED5,Y_GE50,F,LT	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,F,LU	12 	12 	11 	: d	6 	7 	: 
NR,ED5,Y_GE50,F,LV	337 	342 	338 	311 	341 	321 	315 
NR,ED5,Y_GE50,F,ME	: z	: z	: 	: 	: 	: 	: 
NR,ED5,Y_GE50,F,MK	0 	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,F,MT	24 	15 	16 	11 	20 	12 	18 
NR,ED5,Y_GE50,F,NL	264 	199 	178 	153 	129 	: d	: d
NR,ED5,Y_GE50,F,NO	134 	147 	143 	142 	142 	: d	: d
NR,ED5,Y_GE50,F,PL	17 	17 	14 	21 	186 	298 	428 
NR,ED5,Y_GE50,F,PT	: d	: d	: d	: d	: d	: z	: z
NR,ED5,Y_GE50,F,RO	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,F,RS	: 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE50,F,SE	52 	64 	74 	80 	89 	99 	110 
NR,ED5,Y_GE50,F,SI	372 	317 	376 	367 	313 	297 	293 
NR,ED5,Y_GE50,F,SK	111 	122 	129 	121 	125 	114 	98 
NR,ED5,Y_GE50,F,TR	819 	743 	661 	576 	: 	: 	466 
NR,ED5,Y_GE50,F,UK	: d	: d	: d	: d	: d	4593 	2457 
NR,ED5,Y_GE50,M,AT	2463 	2479 	2424 	2356 	2218 	2048 	1808 
NR,ED5,Y_GE50,M,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y_GE50,M,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y_GE50,M,BG	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE50,M,CH	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE50,M,CY	93 	79 	91 	80 	80 	51 	66 
NR,ED5,Y_GE50,M,CZ	: d	: d	: d	17 	20 	20 	8 
NR,ED5,Y_GE50,M,DE	909 be	10 e	9 e	10 	9 	12 	13 
NR,ED5,Y_GE50,M,DK	643 	673 b	: d	: 	510 	509 	: 
NR,ED5,Y_GE50,M,EE	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE50,M,EL	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE50,M,ES	7529 	7301 	7120 	7036 	6821 	6488 	6038 
NR,ED5,Y_GE50,M,EU27_2020	: 	: 	: 	: 	15491 d	: 	: 
NR,ED5,Y_GE50,M,FI	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,M,FR	4206 	4153 	4178 	4039 	3870 	3923 	4078 
NR,ED5,Y_GE50,M,HR	: d	: d	: d	: d	: d	: 	: d
NR,ED5,Y_GE50,M,HU	: d	: d	: d	261 	222 	345 	542 
NR,ED5,Y_GE50,M,IE	: d	: d	: 	: d	: d	: d	: d
NR,ED5,Y_GE50,M,IT	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,M,LI	0 	: z	: 	: z	: z	: z	: 
NR,ED5,Y_GE50,M,LT	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,M,LU	12 	12 	12 	: d	9 	11 	: 
NR,ED5,Y_GE50,M,LV	151 	137 	142 	197 	185 	138 	142 
NR,ED5,Y_GE50,M,ME	: z	: z	: 	: 	: 	: 	: 
NR,ED5,Y_GE50,M,MK	0 	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,M,MT	59 	58 	47 	50 	67 	51 	64 
NR,ED5,Y_GE50,M,NL	361 	352 	322 	276 	247 	: d	: d
NR,ED5,Y_GE50,M,NO	286 	149 	153 	158 	162 	: d	: d
NR,ED5,Y_GE50,M,PL	7 	6 	6 	11 	61 	136 	223 
NR,ED5,Y_GE50,M,PT	: d	: d	: d	: d	: d	: z	: z
NR,ED5,Y_GE50,M,RO	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,M,RS	: 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE50,M,SE	71 	89 	101 	115 	126 	143 	159 
NR,ED5,Y_GE50,M,SI	479 	389 	406 	398 	358 	355 	348 
NR,ED5,Y_GE50,M,SK	73 	96 	97 	90 	88 	78 	68 
NR,ED5,Y_GE50,M,TR	2268 	2110 	2008 	1921 	: 	: 	1553 
NR,ED5,Y_GE50,M,UK	: d	: d	: d	: d	: d	5011 	3146 
NR,ED5,Y_GE50,T,AT	4818 	4827 	4733 	4568 	4289 	3973 	3563 
NR,ED5,Y_GE50,T,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y_GE50,T,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y_GE50,T,BG	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE50,T,CH	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE50,T,CY	124 	106 	121 	108 	105 	72 	100 
NR,ED5,Y_GE50,T,CZ	: d	: d	: d	44 	45 	41 	39 
NR,ED5,Y_GE50,T,DE	1346 be	17 e	14 e	16 	11 	14 	21 
NR,ED5,Y_GE50,T,DK	998 	1054 b	: d	: 	776 	768 	: 
NR,ED5,Y_GE50,T,EE	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE50,T,EL	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE50,T,ES	14550 	14016 	13441 	12908 	12267 	11355 	10078 
NR,ED5,Y_GE50,T,EU27_2020	: 	: 	: 	: 	26394 d	: 	: 
NR,ED5,Y_GE50,T,FI	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,T,FR	8354 	7913 	7888 	7681 	7052 	7059 	7241 
NR,ED5,Y_GE50,T,HR	: d	: d	: d	: d	: d	: 	: d
NR,ED5,Y_GE50,T,HU	: d	: d	: d	399 	331 	593 	962 
NR,ED5,Y_GE50,T,IE	: d	: d	: 	: d	: d	: d	: d
NR,ED5,Y_GE50,T,IT	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,T,LI	0 	: z	: 	: z	: z	: z	: 
NR,ED5,Y_GE50,T,LT	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,T,LU	24 	24 	23 	: d	14 	18 	: 
NR,ED5,Y_GE50,T,LV	488 	479 	480 	508 	526 	459 	457 
NR,ED5,Y_GE50,T,ME	: z	: z	: 	: 	: 	: 	: 
NR,ED5,Y_GE50,T,MK	0 	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,T,MT	83 	72 	63 	61 	87 	63 	82 
NR,ED5,Y_GE50,T,NL	625 	551 	500 	429 	376 	: d	: d
NR,ED5,Y_GE50,T,NO	420 	296 	295 	299 	304 	: d	: d
NR,ED5,Y_GE50,T,PL	24 	23 	20 	32 	247 	434 	651 
NR,ED5,Y_GE50,T,PT	: d	: d	: d	: d	: d	: z	: z
NR,ED5,Y_GE50,T,RO	: z	: z	: z	: z	: z	: 	: 
NR,ED5,Y_GE50,T,RS	: 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE50,T,SE	123 	152 	174 	196 	215 	242 	268 
NR,ED5,Y_GE50,T,SI	851 	706 	782 	765 	671 	652 	641 
NR,ED5,Y_GE50,T,SK	184 	218 	226 	211 	213 	192 	166 
NR,ED5,Y_GE50,T,TR	3087 	2853 	2669 	2497 	: 	: 	2019 
NR,ED5,Y_GE50,T,UK	: d	: d	: d	: d	: d	9604 	5604 
NR,ED5,Y_GE65,F,AT	6 	6 	5 	4 	3 	4 	2 
NR,ED5,Y_GE65,F,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y_GE65,F,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y_GE65,F,BG	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,F,CH	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE65,F,CY	6 	8 	7 	5 	4 	1 	3 
NR,ED5,Y_GE65,F,CZ	: d	: d	: d	1 	1 	3 	4 
NR,ED5,Y_GE65,F,DE	80 bd	0 de	0 d	0 	0 	0 	0 
NR,ED5,Y_GE65,F,DK	21 	34 b	: d	: 	25 	25 	: 
NR,ED5,Y_GE65,F,EE	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE65,F,EL	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,F,ES	78 	81 	73 	78 	70 	75 	70 
NR,ED5,Y_GE65,F,EU27_2020	: 	: 	: 	: 	284 d	297 d	: 
NR,ED5,Y_GE65,F,EU28	: 	: 	: 	: 	: 	917 d	: 
NR,ED5,Y_GE65,F,FI	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,F,FR	45 	42 	38 	38 	36 	34 	29 
NR,ED5,Y_GE65,F,HR	: d	: d	: d	: d	: d	: 	: d
NR,ED5,Y_GE65,F,HU	: d	: d	: d	23 	14 	34 	45 
NR,ED5,Y_GE65,F,IE	: d	: d	: 	: d	: d	: d	: d
NR,ED5,Y_GE65,F,IT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,F,LI	0 	: z	: 	: z	: z	: z	: z
NR,ED5,Y_GE65,F,LT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,F,LU	0 	0 	0 	: d	0 	0 	: 
NR,ED5,Y_GE65,F,LV	69 	62 	70 	75 	84 	78 	75 
NR,ED5,Y_GE65,F,ME	: z	: z	: 	: 	: 	: 	: 
NR,ED5,Y_GE65,F,MK	0 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,F,MT	2 	0 	3 	2 	1 	0 	1 
NR,ED5,Y_GE65,F,NL	9 	6 	4 	3 	2 	: d	: d
NR,ED5,Y_GE65,F,NO	11 	11 	11 	11 	12 	: d	: 
NR,ED5,Y_GE65,F,PL	2 	1 	0 	0 	14 	34 	46 
NR,ED5,Y_GE65,F,PT	: d	: d	: d	: d	: d	: z	: z
NR,ED5,Y_GE65,F,RO	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,F,RS	: 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,F,SE	7 	8 	9 	10 	11 	12 	13 
NR,ED5,Y_GE65,F,SI	0 	6 	24 	34 	18 	23 	23 
NR,ED5,Y_GE65,F,SK	13 	14 	15 	14 	15 	4 	3 
NR,ED5,Y_GE65,F,TR	35 	35 	28 	30 	: 	19 	26 
NR,ED5,Y_GE65,F,UK	: d	: d	: d	: d	: d	620 	174 
NR,ED5,Y_GE65,M,AT	61 	59 	52 	51 	43 	47 	19 
NR,ED5,Y_GE65,M,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y_GE65,M,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y_GE65,M,BG	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,M,CH	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE65,M,CY	14 	13 	14 	14 	17 	12 	18 
NR,ED5,Y_GE65,M,CZ	: d	: d	: d	2 	2 	6 	2 
NR,ED5,Y_GE65,M,DE	120 bd	0 de	0 d	0 	0 	0 	0 
NR,ED5,Y_GE65,M,DK	76 	97 b	: d	: 	78 	78 	: 
NR,ED5,Y_GE65,M,EE	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE65,M,EL	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,M,ES	127 	127 	115 	126 	113 	114 	112 
NR,ED5,Y_GE65,M,EU27_2020	: 	: 	: 	: 	509 d	482 d	: 
NR,ED5,Y_GE65,M,EU28	: 	: 	: 	: 	: 	1706 d	: 
NR,ED5,Y_GE65,M,FI	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,M,FR	109 	103 	107 	114 	118 	120 	111 
NR,ED5,Y_GE65,M,HR	: d	: d	: d	: d	: d	: 	: d
NR,ED5,Y_GE65,M,HU	: d	: d	: d	65 	52 	80 	102 
NR,ED5,Y_GE65,M,IE	: d	: d	: 	: d	: d	: d	: d
NR,ED5,Y_GE65,M,IT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,M,LI	0 	: z	: 	: z	: z	: z	: z
NR,ED5,Y_GE65,M,LT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,M,LU	0 	0 	0 	: d	0 	0 	: 
NR,ED5,Y_GE65,M,LV	52 	55 	45 	91 	53 	46 	42 
NR,ED5,Y_GE65,M,ME	: z	: z	: 	: 	: 	: 	: 
NR,ED5,Y_GE65,M,MK	0 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,M,MT	6 	10 	10 	6 	10 	6 	3 
NR,ED5,Y_GE65,M,NL	25 	23 	18 	13 	8 	: d	: d
NR,ED5,Y_GE65,M,NO	41 	22 	22 	22 	24 	: d	: d
NR,ED5,Y_GE65,M,PL	0 	0 	1 	1 	13 	29 	43 
NR,ED5,Y_GE65,M,PT	: d	: d	: d	: d	: d	: z	: z
NR,ED5,Y_GE65,M,RO	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,M,RS	: 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,M,SE	15 	18 	20 	23 	24 	26 	27 
NR,ED5,Y_GE65,M,SI	20 	22 	31 	41 	34 	31 	32 
NR,ED5,Y_GE65,M,SK	14 	18 	18 	16 	16 	6 	6 
NR,ED5,Y_GE65,M,TR	175 	161 	140 	153 	: 	127 	128 
NR,ED5,Y_GE65,M,UK	: d	: d	: d	: d	: d	1224 	369 
NR,ED5,Y_GE65,T,AT	68 	65 	57 	55 	46 	51 	21 
NR,ED5,Y_GE65,T,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y_GE65,T,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y_GE65,T,BG	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,T,CH	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE65,T,CY	20 	21 	21 	19 	21 	13 	21 
NR,ED5,Y_GE65,T,CZ	: d	: d	: d	3 	2 	9 	5 
NR,ED5,Y_GE65,T,DE	200 bd	0 de	0 d	0 	0 	0 	0 
NR,ED5,Y_GE65,T,DK	97 	131 b	: d	: 	103 	103 	: 
NR,ED5,Y_GE65,T,EE	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_GE65,T,EL	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,T,ES	205 	208 	188 	204 	183 	189 	182 
NR,ED5,Y_GE65,T,EU27_2020	: 	: 	: 	: 	793 d	779 d	: 
NR,ED5,Y_GE65,T,EU28	: 	: 	: 	: 	: 	2623 d	: 
NR,ED5,Y_GE65,T,FI	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,T,FR	154 	145 	145 	152 	154 	154 	140 
NR,ED5,Y_GE65,T,HR	: d	: d	: d	: d	: d	: 	: d
NR,ED5,Y_GE65,T,HU	: d	: d	: d	88 	66 	114 	147 
NR,ED5,Y_GE65,T,IE	: d	: d	: 	: d	: d	: d	: d
NR,ED5,Y_GE65,T,IT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,T,LI	0 	: z	: 	: z	: z	: z	: z
NR,ED5,Y_GE65,T,LT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,T,LU	0 	0 	0 	: d	0 	0 	: 
NR,ED5,Y_GE65,T,LV	121 	117 	115 	166 	137 	124 	117 
NR,ED5,Y_GE65,T,ME	: z	: z	: 	: 	: 	: 	: 
NR,ED5,Y_GE65,T,MK	0 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,T,MT	8 	10 	13 	8 	11 	6 	4 
NR,ED5,Y_GE65,T,NL	35 	30 	22 	16 	10 	: d	: d
NR,ED5,Y_GE65,T,NO	52 	33 	33 	33 	36 	: d	: d
NR,ED5,Y_GE65,T,PL	2 	1 	1 	1 	27 	63 	89 
NR,ED5,Y_GE65,T,PT	: d	: d	: d	: d	: d	: z	: z
NR,ED5,Y_GE65,T,RO	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,T,RS	: 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_GE65,T,SE	22 	27 	29 	33 	36 	39 	41 
NR,ED5,Y_GE65,T,SI	20 	28 	55 	75 	52 	54 	55 
NR,ED5,Y_GE65,T,SK	27 	32 	33 	30 	31 	10 	9 
NR,ED5,Y_GE65,T,TR	210 	196 	168 	183 	: 	146 	154 
NR,ED5,Y_GE65,T,UK	: d	: d	: d	: d	: d	1844 	543 
NR,ED5,Y_LT25,F,AT	49 	51 	48 	48 	48 	51 	51 
NR,ED5,Y_LT25,F,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y_LT25,F,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y_LT25,F,BG	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,F,CH	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_LT25,F,CY	4 	8 	12 	11 	13 	32 	9 
NR,ED5,Y_LT25,F,CZ	: d	: d	: d	0 	0 	1 	1 
NR,ED5,Y_LT25,F,DE	0 be	0 e	0 e	0 	0 	0 	0 
NR,ED5,Y_LT25,F,DK	46 	3 b	: d	: 	3 	1 	: 
NR,ED5,Y_LT25,F,EE	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_LT25,F,EL	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,F,ES	97 	71 	64 	50 	36 	37 	37 
NR,ED5,Y_LT25,F,EU27_2020	: 	: 	: 	: 	275 d	587 d	: 
NR,ED5,Y_LT25,F,EU28	: 	: 	: 	: 	: 	911 d	: 
NR,ED5,Y_LT25,F,FI	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,F,FR	232 	218 	216 	211 	182 	196 	115 
NR,ED5,Y_LT25,F,HR	: d	: d	: d	: d	: d	: 	: d
NR,ED5,Y_LT25,F,HU	: d	: d	: d	4 	1 	3 	2 
NR,ED5,Y_LT25,F,IE	: d	: d	: 	: d	: d	: d	: d
NR,ED5,Y_LT25,F,IT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,F,LI	0 	: z	: 	: z	: z	: z	: z
NR,ED5,Y_LT25,F,LT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,F,LU	1 	0 	1 	: d	0 	0 	: 
NR,ED5,Y_LT25,F,LV	4 	2 	4 	2 	3 	5 	3 
NR,ED5,Y_LT25,F,ME	: z	: z	: 	: 	: 	: 	: 
NR,ED5,Y_LT25,F,MK	0 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,F,MT	0 	4 	1 	2 	0 	3 	2 
NR,ED5,Y_LT25,F,NL	9 	21 	22 	19 	17 	: d	: d
NR,ED5,Y_LT25,F,NO	4 	5 	5 	5 	4 	: d	: d
NR,ED5,Y_LT25,F,PL	0 	0 	0 	0 	1 	0 	1 
NR,ED5,Y_LT25,F,PT	: d	: d	: d	: d	: d	: z	: z
NR,ED5,Y_LT25,F,RO	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,F,RS	: 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,F,SE	1 	2 	2 	2 	2 	2 	3 
NR,ED5,Y_LT25,F,SI	0 	0 	0 	0 	0 	0 	0 
NR,ED5,Y_LT25,F,SK	1 	1 	1 	1 	1 	2 	3 
NR,ED5,Y_LT25,F,TR	24 	30 	62 	82 	: 	67 	26 
NR,ED5,Y_LT25,F,UK	: d	: d	: d	: d	: d	324 	106 
NR,ED5,Y_LT25,M,AT	7 	12 	13 	12 	14 	13 	8 
NR,ED5,Y_LT25,M,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y_LT25,M,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y_LT25,M,BG	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,M,CH	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_LT25,M,CY	0 	2 	3 	0 	2 	35 	0 
NR,ED5,Y_LT25,M,CZ	: d	: d	: d	0 	0 	1 	0 
NR,ED5,Y_LT25,M,DE	0 be	0 e	0 e	0 	0 	0 	0 
NR,ED5,Y_LT25,M,DK	125 	6 b	: d	: 	5 	4 	: 
NR,ED5,Y_LT25,M,EE	: z	: z	: z	: z	: z	: z	: 
NR,ED5,Y_LT25,M,EL	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,M,ES	77 	58 	49 	42 	26 	25 	26 
NR,ED5,Y_LT25,M,EU27_2020	: 	: 	: 	: 	284 d	266 d	: 
NR,ED5,Y_LT25,M,EU28	: 	: 	: 	: 	: 	583 d	: 
NR,ED5,Y_LT25,M,FI	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,M,FR	139 	145 	146 	132 	116 	114 	64 
NR,ED5,Y_LT25,M,HR	: d	: d	: d	: d	: d	: 	: d
NR,ED5,Y_LT25,M,HU	: d	: d	: d	3 	2 	3 	2 
NR,ED5,Y_LT25,M,IE	: d	: d	: 	: d	: d	: d	: d
NR,ED5,Y_LT25,M,IT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,M,LI	0 	: z	: 	: z	: z	: z	: z
NR,ED5,Y_LT25,M,LT	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,M,LU	0 	0 	0 	: d	0 	0 	: 
NR,ED5,Y_LT25,M,LV	3 	2 	1 	0 	1 	1 	7 
NR,ED5,Y_LT25,M,ME	: z	: z	: 	: 	: 	: 	: 
NR,ED5,Y_LT25,M,MK	0 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,M,MT	0 	4 	1 	1 	0 	2 	2 
NR,ED5,Y_LT25,M,NL	7 	18 	18 	17 	14 	: d	: d
NR,ED5,Y_LT25,M,NO	6 	3 	3 	4 	3 	: d	: d
NR,ED5,Y_LT25,M,PL	0 	0 	0 	0 	1 	0 	0 
NR,ED5,Y_LT25,M,PT	: d	: d	: d	: d	: d	: z	: z
NR,ED5,Y_LT25,M,RO	: z	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,M,RS	: 	: z	: z	: z	: z	: z	: z
NR,ED5,Y_LT25,M,SE	2 	2 	2 	3 	3 	3 	4 
NR,ED5,Y_LT25,M,SI	3 	0 	0 	0 	0 	0 	0 
NR,ED5,Y_LT25,M,SK	1 	1 	1 	1 	1 	1 	1 
NR,ED5,Y_LT25,M,TR	15 	17 	30 	31 	: 	42 	8 
NR,ED5,Y_LT25,M,UK	: d	: d	: d	: d	: d	317 	99 
NR,ED5,Y_LT25,T,AT	56 	63 	61 	60 	62 	64 	59 
NR,ED5,Y_LT25,T,BA	: z	: 	: 	: 	: 	: 	: 
NR,ED5,Y_LT25,T,BE	: d	: d	: d	: d	: d	: d	: d
NR,ED5,Y_LT25,T,BG	: z	: z	: z	: z	: z	: z	: z
